,name,rating,review_date,reviewer,neighborhood,cuisine,review_link_1,review_link_2
375,Terroir,1 star,"June 25, 2008",Frank Bruni,East Village,Italian,https://www.nytimes.com/2008/06/25/dining/reviews/25rest.html,https://www.nytimes.com/2008/06/25/dining/reviews/25rest.html?rref=collection%2Fcollection%2Frestaurant-guide
376,Artisanal,2 star,"June 18, 2008",The New York Times,Midtown South,French,https://www.nytimes.com/2008/06/18/dining/18briefs.html,https://www.nytimes.com/2008/06/18/dining/18briefs.html?rref=collection%2Fcollection%2Frestaurant-guide
377,Commerce,1 star,"April 30, 2008",Frank Bruni,West Village,New American,https://www.nytimes.com/2008/04/30/dining/reviews/30rest.html,https://www.nytimes.com/2008/04/30/dining/reviews/30rest.html?rref=collection%2Fcollection%2Frestaurant-guide
378,La Sirène,1 star,"March 19, 2008",Frank Bruni,SoHo,French,https://www.nytimes.com/2008/03/19/dining/reviews/19rest.html,https://www.nytimes.com/2008/03/19/dining/reviews/19rest.html?rref=collection%2Fcollection%2Frestaurant-guide
379,Bar Boulud,2 star,"March 12, 2008",Frank Bruni,Upper West Side,French,https://www.nytimes.com/2008/03/12/dining/reviews/12rest.html,https://www.nytimes.com/2008/03/12/dining/reviews/12rest.html?rref=collection%2Fcollection%2Frestaurant-guide
380,Second Avenue Deli,1 star,"Feb. 13, 2008",Frank Bruni,Kips Bay,Deli,https://www.nytimes.com/2008/02/13/dining/reviews/13rest.html,https://www.nytimes.com/2008/02/13/dining/reviews/13rest.html?rref=collection%2Fcollection%2Frestaurant-guide
381,Ilili,1 star,"Jan. 30, 2008",Frank Bruni,NoMad,Middle Eastern,https://www.nytimes.com/2008/01/30/dining/reviews/30rest.html,https://www.nytimes.com/2008/01/30/dining/reviews/30rest.html?rref=collection%2Fcollection%2Frestaurant-guide
382,Blue Ribbon Sushi Bar and Grill,2 star,"Jan. 16, 2008",Frank Bruni,Clinton,"American, Asian",https://www.nytimes.com/2008/01/16/dining/reviews/16rest.html,https://www.nytimes.com/2008/01/16/dining/reviews/16rest.html?rref=collection%2Fcollection%2Frestaurant-guide
383,Barbuto,1 star,"Jan. 9, 2008",Frank Bruni,West Village,Italian,https://www.nytimes.com/2008/01/09/dining/reviews/09rest.html,https://www.nytimes.com/2008/01/09/dining/reviews/09rest.html?rref=collection%2Fcollection%2Frestaurant-guide
384,Harry Cipriani,0.25 star,"Nov. 14, 2007",Frank Bruni,Upper East Side,Italian,https://www.nytimes.com/2007/11/14/dining/reviews/14rest.html,https://www.nytimes.com/2007/11/14/dining/reviews/14rest.html?rref=collection%2Fcollection%2Frestaurant-guide
385,Moim,1 star,"Oct. 24, 2007",Frank Bruni,Park Slope,Korean,https://www.nytimes.com/2007/10/24/dining/reviews/24rest.html,https://www.nytimes.com/2007/10/24/dining/reviews/24rest.html?rref=collection%2Fcollection%2Frestaurant-guide
386,Gemma,1 star,"Sept. 26, 2007",Frank Bruni,East Village,Italian,https://www.nytimes.com/2007/09/26/dining/reviews/26rest.html,https://www.nytimes.com/2007/09/26/dining/reviews/26rest.html?rref=collection%2Fcollection%2Frestaurant-guide
387,Peter Luger Steak House,2 star,"Sept. 19, 2007",Frank Bruni,Williamsburg,Steak Houses,https://www.nytimes.com/2007/09/19/dining/reviews/19rest.html,https://www.nytimes.com/2007/09/19/dining/reviews/19rest.html?rref=collection%2Fcollection%2Frestaurant-guide
388,Soto,2 star,"Sept. 5, 2007",Frank Bruni,West Village,"Japanese, Sushi",https://www.nytimes.com/2007/09/05/dining/reviews/05rest.html,https://www.nytimes.com/2007/09/05/dining/reviews/05rest.html?rref=collection%2Fcollection%2Frestaurant-guide
389,Rayuela,1 star,"Aug. 22, 2007",Frank Bruni,Lower East Side,Latin American,https://www.nytimes.com/2007/08/22/dining/reviews/22rest.html,https://www.nytimes.com/2007/08/22/dining/reviews/22rest.html?rref=collection%2Fcollection%2Frestaurant-guide
390,Cafe Boulud,3 star,"Aug. 15, 2007",Frank Bruni,Upper East Side,French,https://www.nytimes.com/2007/08/15/dining/reviews/15rest.html,https://www.nytimes.com/2007/08/15/dining/reviews/15rest.html?rref=collection%2Fcollection%2Frestaurant-guide
391,15 East,2 star,"July 11, 2007",Frank Bruni,Union Square,"Japanese, Sushi",https://www.nytimes.com/2007/07/11/dining/reviews/11rest.html,https://www.nytimes.com/2007/07/11/dining/reviews/11rest.html?rref=collection%2Fcollection%2Frestaurant-guide
392,Ushiwakamaru,1 star,"July 11, 2007",Frank Bruni,Greenwich Village,"Japanese, Sushi",https://www.nytimes.com/2007/07/11/dining/reviews/11rest.html,https://www.nytimes.com/2007/07/11/dining/reviews/11rest.html?rref=collection%2Fcollection%2Frestaurant-guide
393,Landmarc,1 star,"June 27, 2007",Frank Bruni,Upper West Side,American,https://www.nytimes.com/2007/06/27/dining/reviews/27rest.html,https://www.nytimes.com/2007/06/27/dining/reviews/27rest.html?rref=collection%2Fcollection%2Frestaurant-guide
394,Katz's Delicatessen,1 star,"May 30, 2007",Frank Bruni,Lower East Side,Deli,https://www.nytimes.com/2007/05/30/dining/reviews/30rest.html,https://www.nytimes.com/2007/05/30/dining/reviews/30rest.html?rref=collection%2Fcollection%2Frestaurant-guide
395,"Max Brenner, Chocolate by the Bald Man",0.75 star,"May 2, 2007",Frank Bruni,Greenwich Village,American,https://www.nytimes.com/2007/05/02/dining/reviews/02rest.html,https://www.nytimes.com/2007/05/02/dining/reviews/02rest.html?rref=collection%2Fcollection%2Frestaurant-guide
396,Morandi,1 star,"April 25, 2007",Frank Bruni,West Village,Italian,https://www.nytimes.com/2007/04/25/dining/reviews/25rest.html,https://www.nytimes.com/2007/04/25/dining/reviews/25rest.html?rref=collection%2Fcollection%2Frestaurant-guide
397,Esca,3 star,"April 18, 2007",Frank Bruni,Clinton,Italian,https://www.nytimes.com/2007/04/18/dining/reviews/18rest.html,https://www.nytimes.com/2007/04/18/dining/reviews/18rest.html?rref=collection%2Fcollection%2Frestaurant-guide
398,Rosanjin,2 star,"March 28, 2007",Frank Bruni,TriBeCa,"Japanese, Sushi",https://www.nytimes.com/2007/03/28/dining/reviews/28rest.html,https://www.nytimes.com/2007/03/28/dining/reviews/28rest.html?rref=collection%2Fcollection%2Frestaurant-guide
399,Sfoglia,2 star,"March 7, 2007",Frank Bruni,Upper East Side,"Cafes, Italian",https://www.nytimes.com/2007/03/07/dining/reviews/07rest.html,https://www.nytimes.com/2007/03/07/dining/reviews/07rest.html?rref=collection%2Fcollection%2Frestaurant-guide
400,Pera Mediterranean Brasserie,1 star,"Feb. 14, 2007",Frank Bruni,Midtown South,Mediterranean,https://www.nytimes.com/2007/02/14/dining/reviews/14rest.html,https://www.nytimes.com/2007/02/14/dining/reviews/14rest.html?rref=collection%2Fcollection%2Frestaurant-guide
401,Gordon Ramsay at the London,2 star,"Jan. 31, 2007",Frank Bruni,Midtown,French,https://www.nytimes.com/2007/01/31/dining/reviews/31rest.html,https://www.nytimes.com/2007/01/31/dining/reviews/31rest.html?rref=collection%2Fcollection%2Frestaurant-guide
402,The Waverly Inn,1 star,"Jan. 24, 2007",Frank Bruni,West Village,New American,https://www.nytimes.com/2007/01/24/dining/reviews/24rest.html,https://www.nytimes.com/2007/01/24/dining/reviews/24rest.html?rref=collection%2Fcollection%2Frestaurant-guide
403,Bar Room at the Modern,3 star,"Jan. 10, 2007",Frank Bruni,Midtown East,New American,https://www.nytimes.com/2007/01/10/dining/reviews/10rest.html,https://www.nytimes.com/2007/01/10/dining/reviews/10rest.html?rref=collection%2Fcollection%2Frestaurant-guide
404,Sasabune,1 star,"Dec. 27, 2006",Frank Bruni,Upper East Side,"Japanese, Sushi",https://www.nytimes.com/2006/12/27/dining/reviews/27rest.html,https://www.nytimes.com/2006/12/27/dining/reviews/27rest.html?rref=collection%2Fcollection%2Frestaurant-guide
405,The  Russian Tea Room,1 star,"Dec. 20, 2006",Frank Bruni,Midtown,Russian,https://www.nytimes.com/2006/12/20/dining/reviews/20rest.html,https://www.nytimes.com/2006/12/20/dining/reviews/20rest.html?rref=collection%2Fcollection%2Frestaurant-guide
406,Cafe Cluny,1 star,"Dec. 13, 2006",Frank Bruni,West Village,"American, Bistros, French, New American",https://www.nytimes.com/2006/12/13/dining/reviews/13rest.html,https://www.nytimes.com/2006/12/13/dining/reviews/13rest.html?rref=collection%2Fcollection%2Frestaurant-guide
407,Tocqueville,2 star,"Dec. 6, 2006",Frank Bruni,Union Square,"French, New American",https://www.nytimes.com/2006/12/06/dining/reviews/06rest.html,https://www.nytimes.com/2006/12/06/dining/reviews/06rest.html?rref=collection%2Fcollection%2Frestaurant-guide
408,Spicy & Tasty,2 star,"Nov. 29, 2006",Frank Bruni,Flushing,Chinese,https://www.nytimes.com/2006/11/29/dining/reviews/29rest.html,https://www.nytimes.com/2006/11/29/dining/reviews/29rest.html?rref=collection%2Fcollection%2Frestaurant-guide
409,Porter House New York,1 star,"Nov. 22, 2006",Frank Bruni,Upper West Side,Steak Houses,https://www.nytimes.com/2006/11/22/dining/reviews/22rest.html,https://www.nytimes.com/2006/11/22/dining/reviews/22rest.html?rref=collection%2Fcollection%2Frestaurant-guide
410,STK,0.75 star,"Nov. 22, 2006",Frank Bruni,West Village,Steak Houses,https://www.nytimes.com/2006/11/22/dining/reviews/22rest.html,https://www.nytimes.com/2006/11/22/dining/reviews/22rest.html?rref=collection%2Fcollection%2Frestaurant-guide
411,Picholine,3 star,"Nov. 8, 2006",Frank Bruni,Upper West Side,"French, Mediterranean",https://www.nytimes.com/2006/11/08/dining/reviews/08rest.html,https://www.nytimes.com/2006/11/08/dining/reviews/08rest.html?rref=collection%2Fcollection%2Frestaurant-guide
412,Boqueria,2 star,"Nov. 1, 2006",Frank Bruni,Flatiron,Spanish,https://www.nytimes.com/2006/11/01/dining/reviews/01rest.html,https://www.nytimes.com/2006/11/01/dining/reviews/01rest.html?rref=collection%2Fcollection%2Frestaurant-guide
413,Harry's Cafe and Steak,1 star,"Oct. 25, 2006",Frank Bruni,Financial District,Steak Houses,https://www.nytimes.com/2006/10/25/dining/reviews/25rest.html,https://www.nytimes.com/2006/10/25/dining/reviews/25rest.html?rref=collection%2Fcollection%2Frestaurant-guide
414,Morgan Dining Room,2 star,"Oct. 18, 2006",Julia Moskin,Midtown South,New American,https://www.nytimes.com/2006/10/18/dining/reviews/18rest.html,https://www.nytimes.com/2006/10/18/dining/reviews/18rest.html?rref=collection%2Fcollection%2Frestaurant-guide
415,Felidia,3 star,"Aug. 30, 2006",Frank Bruni,Midtown East,Italian,https://www.nytimes.com/2006/08/30/dining/reviews/30rest.html,https://www.nytimes.com/2006/08/30/dining/reviews/30rest.html?rref=collection%2Fcollection%2Frestaurant-guide
416,Sip Sak,1 star,"Aug. 23, 2006",Frank Bruni,Midtown East,Turkish,https://www.nytimes.com/2006/08/23/dining/reviews/23rest.html,https://www.nytimes.com/2006/08/23/dining/reviews/23rest.html?rref=collection%2Fcollection%2Frestaurant-guide
417,The Mercer Kitchen,0.75 star,"Aug. 16, 2006",Frank Bruni,SoHo,"American, French, New American, Southeast Asian",https://www.nytimes.com/2006/08/16/dining/reviews/16rest.html,https://www.nytimes.com/2006/08/16/dining/reviews/16rest.html?rref=collection%2Fcollection%2Frestaurant-guide
418,Chinatown Brasserie,1 star,"Aug. 9, 2006",Frank Bruni,NoHo,Chinese,https://www.nytimes.com/2006/08/09/dining/reviews/09rest.html,https://www.nytimes.com/2006/08/09/dining/reviews/09rest.html?rref=collection%2Fcollection%2Frestaurant-guide
419,The Little Owl,2 star,"July 26, 2006",Frank Bruni,West Village,"Mediterranean, New American, Seafood",https://www.nytimes.com/2006/07/26/dining/reviews/26rest.html,https://www.nytimes.com/2006/07/26/dining/reviews/26rest.html?rref=collection%2Fcollection%2Frestaurant-guide
420,Mr. Chow Tribeca,0.75 star,"June 28, 2006",Frank Bruni,TriBeCa,Chinese,https://www.nytimes.com/2006/06/28/dining/reviews/28rest.html,https://www.nytimes.com/2006/06/28/dining/reviews/28rest.html?rref=collection%2Fcollection%2Frestaurant-guide
421,Degustation Wine & Tasting Bar,2 star,"June 21, 2006",Frank Bruni,East Village,"French, Spanish",https://www.nytimes.com/2006/06/21/dining/reviews/21rest.html,https://www.nytimes.com/2006/06/21/dining/reviews/21rest.html?rref=collection%2Fcollection%2Frestaurant-guide
422,Jewel Bako,1 star,"June 21, 2006",Frank Bruni,East Village,"Japanese, Sushi",https://www.nytimes.com/2006/06/21/dining/reviews/21rest.html,https://www.nytimes.com/2006/06/21/dining/reviews/21rest.html?rref=collection%2Fcollection%2Frestaurant-guide
423,Cafe D'Alsace,2 star,"May 31, 2006",Frank Bruni,Upper East Side,"European, German",https://www.nytimes.com/2006/05/31/dining/reviews/31rest.html,https://www.nytimes.com/2006/05/31/dining/reviews/31rest.html?rref=collection%2Fcollection%2Frestaurant-guide
424,Crema,1 star,"May 17, 2006",Frank Bruni,Chelsea,Mexican,https://www.nytimes.com/2006/05/17/dining/reviews/17rest.html,https://www.nytimes.com/2006/05/17/dining/reviews/17rest.html?rref=collection%2Fcollection%2Frestaurant-guide
425,Buddakan New York,2 star,"May 3, 2006",Frank Bruni,Chelsea,Asian,https://www.nytimes.com/2006/05/03/dining/reviews/03rest.html,https://www.nytimes.com/2006/05/03/dining/reviews/03rest.html?rref=collection%2Fcollection%2Frestaurant-guide
426,Morimoto,1 star,"March 22, 2006",Frank Bruni,Chelsea,Japanese,https://www.nytimes.com/2006/03/22/dining/reviews/big-fish-in-a-big-pond.html,https://www.nytimes.com/2006/03/22/dining/reviews/big-fish-in-a-big-pond.html?rref=collection%2Fcollection%2Frestaurant-guide
427,P.J. Clarke's on the Hudson,0.75 star,"March 15, 2006",Frank Bruni,Battery Park City,American,https://www.nytimes.com/2006/03/15/dining/reviews/calling-all-carnivores-pjs-redux.html,https://www.nytimes.com/2006/03/15/dining/reviews/calling-all-carnivores-pjs-redux.html?rref=collection%2Fcollection%2Frestaurant-guide
428,Barbounia,1 star,"Feb. 1, 2006",Frank Bruni,Flatiron,Mediterranean,https://www.nytimes.com/2006/02/01/dining/reviews/a-sea-of-comfortable-choices.html,https://www.nytimes.com/2006/02/01/dining/reviews/a-sea-of-comfortable-choices.html?rref=collection%2Fcollection%2Frestaurant-guide
429,Al di Là,2 star,"Jan. 11, 2006",Frank Bruni,Park Slope North,Italian,https://www.nytimes.com/2006/01/11/dining/reviews/11rest.html,https://www.nytimes.com/2006/01/11/dining/reviews/11rest.html?rref=collection%2Fcollection%2Frestaurant-guide
430,Pylos,1 star,"Dec. 28, 2005",Frank Bruni,East Village,Greek,https://www.nytimes.com/2005/12/28/dining/reviews/beyond-grape-leaves-on-east-seventh.html,https://www.nytimes.com/2005/12/28/dining/reviews/beyond-grape-leaves-on-east-seventh.html?rref=collection%2Fcollection%2Frestaurant-guide
431,Keens Steakhouse,2 star,"Dec. 14, 2005",Frank Bruni,Koreatown,Steak Houses,https://www.nytimes.com/2005/12/14/dining/reviews/where-the-lore-is-part-of-the-lure.html,https://www.nytimes.com/2005/12/14/dining/reviews/where-the-lore-is-part-of-the-lure.html?rref=collection%2Fcollection%2Frestaurant-guide
432,Cookshop,2 star,"Nov. 30, 2005",Frank Bruni,Chelsea,New American,https://www.nytimes.com/2005/11/30/dining/reviews/having-your-ethics-and-eating-them-too.html,https://www.nytimes.com/2005/11/30/dining/reviews/having-your-ethics-and-eating-them-too.html?rref=collection%2Fcollection%2Frestaurant-guide
433,Cafe Luxembourg,1 star,"Nov. 23, 2005",Frank Bruni,Upper West Side,Bistros,https://www.nytimes.com/2005/11/23/dining/reviews/cinderella-and-her-popular-stepsister.html,https://www.nytimes.com/2005/11/23/dining/reviews/cinderella-and-her-popular-stepsister.html?rref=collection%2Fcollection%2Frestaurant-guide
434,Aburiya Kinnosuke,1 star,"Nov. 16, 2005",Frank Bruni,Midtown East,Japanese,https://www.nytimes.com/2005/11/16/dining/tokyo-in-midtown-english-optional.html,https://www.nytimes.com/2005/11/16/dining/tokyo-in-midtown-english-optional.html?rref=collection%2Fcollection%2Frestaurant-guide
435,Ninja New York,0.25 star,"Oct. 26, 2005",Frank Bruni,TriBeCa,Japanese,https://www.nytimes.com/2005/10/26/dining/yelping-warriors-and-rocks-in-the-broth.html,https://www.nytimes.com/2005/10/26/dining/yelping-warriors-and-rocks-in-the-broth.html?rref=collection%2Fcollection%2Frestaurant-guide
436,Abboccato,2 star,"Oct. 19, 2005",Marian Burros,Midtown,Italian,https://www.nytimes.com/2005/10/19/dining/reviews/recapturing-that-tour-of-italy.html,https://www.nytimes.com/2005/10/19/dining/reviews/recapturing-that-tour-of-italy.html?rref=collection%2Fcollection%2Frestaurant-guide
437,Ben & Jack's Steak House,1 star,"Oct. 12, 2005",Marian Burros,Midtown East,Steak Houses,https://www.nytimes.com/2005/10/12/dining/reviews/take-my-steak-please.html,https://www.nytimes.com/2005/10/12/dining/reviews/take-my-steak-please.html?rref=collection%2Fcollection%2Frestaurant-guide
438,Oriental Garden,2 star,"Sept. 21, 2005",Frank Bruni,Chinatown,Chinese,https://www.nytimes.com/2005/09/21/dining/reviews/tradition-two-ways-plain-or-fancy.html,https://www.nytimes.com/2005/09/21/dining/reviews/tradition-two-ways-plain-or-fancy.html?rref=collection%2Fcollection%2Frestaurant-guide
439,Perry St.,3 star,"Sept. 7, 2005",Frank Bruni,West Village,"Asian, French",https://www.nytimes.com/2005/09/07/dining/reviews/showmanship-yields-to-elegance.html,https://www.nytimes.com/2005/09/07/dining/reviews/showmanship-yields-to-elegance.html?rref=collection%2Fcollection%2Frestaurant-guide
440,La Esquina,1 star,"Aug. 31, 2005",Frank Bruni,SoHo,Mexican,https://www.nytimes.com/2005/08/31/dining/reviews/a-secret-too-dark-to-keep.html,https://www.nytimes.com/2005/08/31/dining/reviews/a-secret-too-dark-to-keep.html?rref=collection%2Fcollection%2Frestaurant-guide
441,Spigolo,2 star,"Aug. 24, 2005",Frank Bruni,Upper East Side,Italian,https://www.nytimes.com/2005/08/24/dining/reviews/italian-almost-home-cooked.html,https://www.nytimes.com/2005/08/24/dining/reviews/italian-almost-home-cooked.html?rref=collection%2Fcollection%2Frestaurant-guide
442,Taboon,2 star,"Aug. 10, 2005",Frank Bruni,Clinton,"Mediterranean, Middle Eastern",https://www.nytimes.com/2005/08/10/dining/reviews/of-wood-floors-and-a-woodfired-oven.html,https://www.nytimes.com/2005/08/10/dining/reviews/of-wood-floors-and-a-woodfired-oven.html?rref=collection%2Fcollection%2Frestaurant-guide
443,Barbès,1 star,"July 6, 2005",Frank Bruni,Midtown South,"French, Moroccan",https://www.nytimes.com/2005/07/06/dining/reviews/at-the-intersection-of-france-and-morocco.html,https://www.nytimes.com/2005/07/06/dining/reviews/at-the-intersection-of-france-and-morocco.html?rref=collection%2Fcollection%2Frestaurant-guide
444,The Red Cat,2 star,"June 29, 2005",Frank Bruni,Chelsea,"Mediterranean, New American",https://www.nytimes.com/2005/06/29/dining/reviews/a-place-in-the-mood-for-anything.html,https://www.nytimes.com/2005/06/29/dining/reviews/a-place-in-the-mood-for-anything.html?rref=collection%2Fcollection%2Frestaurant-guide
445,Koi,0.75 star,"May 25, 2005",Frank Bruni,Midtown South,"Asian, Japanese",https://www.nytimes.com/2005/05/25/dining/reviews/japanese-chic-with-volume-turned-up.html,https://www.nytimes.com/2005/05/25/dining/reviews/japanese-chic-with-volume-turned-up.html?rref=collection%2Fcollection%2Frestaurant-guide
446,Periyali,2 star,"May 18, 2005",Frank Bruni,Flatiron,Greek,https://www.nytimes.com/2005/05/18/dining/reviews/almost-as-durable-as-greece-itself.html,https://www.nytimes.com/2005/05/18/dining/reviews/almost-as-durable-as-greece-itself.html?rref=collection%2Fcollection%2Frestaurant-guide
447,Stone Park Cafe,2 star,"March 30, 2005",Frank Bruni,Park Slope,New American,https://www.nytimes.com/2005/03/30/dining/reviews/where-to-take-thoreau-and-dr-atkins.html,https://www.nytimes.com/2005/03/30/dining/reviews/where-to-take-thoreau-and-dr-atkins.html?rref=collection%2Fcollection%2Frestaurant-guide
448,Gari,2 star,"March 2, 2005",Frank Bruni,Upper West Side,"Japanese, Sushi",https://www.nytimes.com/2005/03/02/dining/confessions-of-a-reformed-sushi-eater.html,https://www.nytimes.com/2005/03/02/dining/confessions-of-a-reformed-sushi-eater.html?rref=collection%2Fcollection%2Frestaurant-guide
449,Duane Park,1 star,"Feb. 16, 2005",Frank Bruni,NoHo,New American,https://www.nytimes.com/2005/02/16/dining/reviews/the-old-kid-on-the-block.html,https://www.nytimes.com/2005/02/16/dining/reviews/the-old-kid-on-the-block.html?rref=collection%2Fcollection%2Frestaurant-guide
450,Lure Fishbar,1 star,"Jan. 12, 2005",Frank Bruni,SoHo,Seafood,https://www.nytimes.com/2005/01/12/dining/fish-thats-raw-but-never-undressed.html,https://www.nytimes.com/2005/01/12/dining/fish-thats-raw-but-never-undressed.html?rref=collection%2Fcollection%2Frestaurant-guide
451,La Masseria,1 star,"Jan. 5, 2005",Frank Bruni,Times Square Theatre District,Italian,https://www.nytimes.com/2005/01/05/dining/italian-rustic-just-off-broadway.html,https://www.nytimes.com/2005/01/05/dining/italian-rustic-just-off-broadway.html?rref=collection%2Fcollection%2Frestaurant-guide
452,Casa la Femme,1 star,"Dec. 8, 2004",Frank Bruni,West Village,Middle Eastern,https://www.nytimes.com/2004/12/08/dining/reviews/an-oasis-for-sheiks-on-the-east-side.html,https://www.nytimes.com/2004/12/08/dining/reviews/an-oasis-for-sheiks-on-the-east-side.html?rref=collection%2Fcollection%2Frestaurant-guide
453,En Japanese Brasserie,1 star,"Nov. 24, 2004",Frank Bruni,West Village,Japanese,https://www.nytimes.com/2004/11/24/dining/reviews/a-paean-to-tofu-in-a-japanese-pub.html,https://www.nytimes.com/2004/11/24/dining/reviews/a-paean-to-tofu-in-a-japanese-pub.html?rref=collection%2Fcollection%2Frestaurant-guide
454,Dévi,2 star,"Nov. 17, 2004",Frank Bruni,Union Square,Indian,https://www.nytimes.com/2004/11/17/dining/reviews/left-or-right-a-place-to-be-centered.html,https://www.nytimes.com/2004/11/17/dining/reviews/left-or-right-a-place-to-be-centered.html?rref=collection%2Fcollection%2Frestaurant-guide
455,Sripraphai,2 star,"Nov. 3, 2004",Frank Bruni,Woodside,Thai,https://www.nytimes.com/2004/11/03/dining/a-thai-pilgrimage-leads-to-queens.html,https://www.nytimes.com/2004/11/03/dining/a-thai-pilgrimage-leads-to-queens.html?rref=collection%2Fcollection%2Frestaurant-guide
456,Indochine,1 star,"Oct. 13, 2004",Frank Bruni,East Village,"French, Vietnamese",https://www.nytimes.com/2004/10/13/dining/it-was-hot-it-was-cool-that-was-then.html,https://www.nytimes.com/2004/10/13/dining/it-was-hot-it-was-cool-that-was-then.html?rref=collection%2Fcollection%2Frestaurant-guide
457,Convivium Osteria,1 star,"Oct. 6, 2004",Frank Bruni,Park Slope North,"Italian, Portuguese, Spanish",https://www.nytimes.com/2004/10/06/dining/reviews/italy-and-iberia-consorting-amiably.html,https://www.nytimes.com/2004/10/06/dining/reviews/italy-and-iberia-consorting-amiably.html?rref=collection%2Fcollection%2Frestaurant-guide
458,5 Ninth,1 star,"Sept. 22, 2004",Frank Bruni,West Village,New American,https://www.nytimes.com/2004/09/22/dining/in-the-meatpacking-district-packed-in.html,https://www.nytimes.com/2004/09/22/dining/in-the-meatpacking-district-packed-in.html?rref=collection%2Fcollection%2Frestaurant-guide
459,Donguri,2 star,"Sept. 15, 2004",Frank Bruni,Upper East Side,"Japanese, Sushi",https://www.nytimes.com/2004/09/15/dining/reviews/a-japanese-secret-fresh-and-simple.html,https://www.nytimes.com/2004/09/15/dining/reviews/a-japanese-secret-fresh-and-simple.html?rref=collection%2Fcollection%2Frestaurant-guide
460,Ici,1 star,"July 21, 2004",Frank Bruni,Fort Greene,French,https://www.nytimes.com/2004/07/21/dining/restaurants-a-french-soul-wrapped-in-a-picket-fence.html,https://www.nytimes.com/2004/07/21/dining/restaurants-a-french-soul-wrapped-in-a-picket-fence.html?rref=collection%2Fcollection%2Frestaurant-guide
461,Wolfgang's Steakhouse,2 star,"June 30, 2004",Frank Bruni,Midtown South,Steak Houses,https://www.nytimes.com/2004/06/30/dining/restaurants-eat-up-but-don-t-tell-your-cardiologist.html,https://www.nytimes.com/2004/06/30/dining/restaurants-eat-up-but-don-t-tell-your-cardiologist.html?rref=collection%2Fcollection%2Frestaurant-guide
462,Megu,2 star,"June 16, 2004",Frank Bruni,TriBeCa,"Japanese, Sushi",https://www.nytimes.com/2004/06/16/dining/restaurants-a-menu-as-prodigious-as-the-prices.html,https://www.nytimes.com/2004/06/16/dining/restaurants-a-menu-as-prodigious-as-the-prices.html?rref=collection%2Fcollection%2Frestaurant-guide
463,Balthazar,2 star,"May 26, 2004",Amanda Hesser,SoHo,"Bistros, French",https://www.nytimes.com/2004/05/26/dining/restaurants-a-soho-brasserie-now-authentically-worn.html,https://www.nytimes.com/2004/05/26/dining/restaurants-a-soho-brasserie-now-authentically-worn.html?rref=collection%2Fcollection%2Frestaurant-guide
464,Wallse,2 star,"May 5, 2004",Amanda Hesser,West Village,German,https://www.nytimes.com/2004/05/05/dining/restaurants-spaetzle-and-schnitzel-unclouded-by-foam.html,https://www.nytimes.com/2004/05/05/dining/restaurants-spaetzle-and-schnitzel-unclouded-by-foam.html?rref=collection%2Fcollection%2Frestaurant-guide
465,BLT Steak,2 star,"April 14, 2004",Amanda Hesser,Midtown East,"French, Steak Houses",https://www.nytimes.com/2004/04/14/dining/restaurants-a-steakhouse-with-a-soft-touch.html,https://www.nytimes.com/2004/04/14/dining/restaurants-a-steakhouse-with-a-soft-touch.html?rref=collection%2Fcollection%2Frestaurant-guide
466,La Bottega,0.75 star,"March 31, 2004",Amanda Hesser,Chelsea,Italian,https://www.nytimes.com/2004/03/31/dining/restaurants-aromas-of-wood-smoke-raising-hopes.html,https://www.nytimes.com/2004/03/31/dining/restaurants-aromas-of-wood-smoke-raising-hopes.html?rref=collection%2Fcollection%2Frestaurant-guide
467,Asiate,1 star,"Feb. 25, 2004",Amanda Hesser,Upper West Side,"Asian, French",https://www.nytimes.com/2004/02/25/dining/restaurants-a-lavish-ice-palace-high-above-the-din.html,https://www.nytimes.com/2004/02/25/dining/restaurants-a-lavish-ice-palace-high-above-the-din.html?rref=collection%2Fcollection%2Frestaurant-guide
468,David Burke Townhouse ,2 star,"Feb. 4, 2004",Marian Burros,Upper East Side,New American,https://www.nytimes.com/2004/02/04/dining/restaurants-he-s-back-kumquats-cornflakes-and-all.html,https://www.nytimes.com/2004/02/04/dining/restaurants-he-s-back-kumquats-cornflakes-and-all.html?rref=collection%2Fcollection%2Frestaurant-guide
469,Bread Tribeca,2 star,"Jan. 14, 2004",Marian Burros,TriBeCa,Italian,https://www.nytimes.com/2004/01/14/dining/restaurants-straightforward-fare-and-license-to-linger.html,https://www.nytimes.com/2004/01/14/dining/restaurants-straightforward-fare-and-license-to-linger.html?rref=collection%2Fcollection%2Frestaurant-guide
470,'Cesca,2 star,"Dec. 31, 2003",William Grimes,Upper West Side,Italian,https://www.nytimes.com/2003/12/31/dining/restaurants-west-side-trattoria-with-velvet-booth-style.html,https://www.nytimes.com/2003/12/31/dining/restaurants-west-side-trattoria-with-velvet-booth-style.html?rref=collection%2Fcollection%2Frestaurant-guide
471,Azalea,1 star,"Dec. 24, 2003",William Grimes,Midtown,Italian,https://www.nytimes.com/2003/12/24/dining/restaurants-italy-north-to-south-before-the-curtain.html,https://www.nytimes.com/2003/12/24/dining/restaurants-italy-north-to-south-before-the-curtain.html?rref=collection%2Fcollection%2Frestaurant-guide
